Gene,MGI Phenotypes,MGI Essential,MGI Seizure
CHST6,MP:0003092;MP:0005543;MP:0001312;MP:0005300,0,0
ITGAX,MP:0002412;MP:0005348;MP:0008663;MP:0008127;MP:0008524;MP:0004800;MP:0008682;MP:0002169;MP:0001606;MP:0008687;MP:0005025;MP:0008561;MP:0008567,0,0
BCL2A1,MP:0002463;MP:0000418;MP:0005026;MP:0009764;MP:0001876,0,0
NOG,MP:0008530;MP:0000049;MP:0003321;MP:0004200;MP:0009735;MP:0000077;MP:0011732;MP:0014198;MP:0004575;MP:0011967;MP:0003148;MP:0010116;MP:0000031;MP:0003704;MP:0006325;MP:0002108;MP:0002109;MP:0002825;MP:0010884;MP:0000537;MP:0000432;MP:0005646;MP:0010103;MP:0000029;MP:0005315;MP:0001158;MP:0002114;MP:0004087;MP:0000150;MP:0008023;MP:0011759;MP:0011099;MP:0000547;MP:0001145;MP:0004395;MP:0003125;MP:0000914;MP:0003720;MP:0003276;MP:0005269;MP:0003740;MP:0002632;MP:0009570;MP:0011089;MP:0001175;MP:0001176;MP:0003816;MP:0004401;MP:0000428;MP:0000928;MP:0000929;MP:0000160;MP:0003190;MP:0001785;MP:0003456;MP:0000474;MP:0005508;MP:0002896;MP:0003942;MP:0000930;MP:0005657;MP:0005650;MP:0000830;MP:0011361;MP:0004603;MP:0013352;MP:0013351;MP:0005297;MP:0000661;MP:0000107;MP:0010029;MP:0000585;MP:0003938;MP:0000109;MP:0004739;MP:0002286;MP:0001286;MP:0030066;MP:0002151;MP:0001688;MP:0005105;MP:0005107;MP:0005106;MP:0002081;MP:0003400;MP:0003130;MP:0008817;MP:0003160;MP:0000955;MP:0006042;MP:0002770;MP:0001698;MP:0008320;MP:0004599,1,0
ITGAV,MP:0001711;MP:0011087;MP:0005031;MP:0000433;MP:0003935;MP:0001891;MP:0009888;MP:0003229;MP:0001916;MP:0001914;MP:0001787;MP:0003984;MP:0009655;MP:0000274;MP:0002088;MP:0000465;MP:0002086;MP:0000295;MP:0006346;MP:0011108;MP:0001614;MP:0003231;MP:0002652;MP:0009890;MP:0011521;MP:0000266,1,0
ITGAL,MP:0008734;MP:0005079;MP:0005078;MP:0008553;MP:0005011;MP:0005017;MP:0005070;MP:0002463;MP:0020333;MP:0002442;MP:0003156;MP:0005095;MP:0003179;MP:0008102;MP:0000218;MP:0000219;MP:0000222;MP:0000693;MP:0000691;MP:0001272;MP:0000220;MP:0005016;MP:0009858;MP:0003945;MP:0002217;MP:0002339;MP:0001800;MP:0003627;MP:0008593;MP:0003628;MP:0008074;MP:0008075;MP:0008599;MP:0001845;MP:0008078;MP:0008079;MP:0001828,0,0
ITGAM,MP:0000717;MP:0005012;MP:0005011;MP:0002467;MP:0002463;MP:0020332;MP:0003156;MP:0008125;MP:0006043;MP:0001828;MP:0000218;MP:0000219;MP:0003884;MP:0008524;MP:0005065;MP:0001606;MP:0009858;MP:0003944;MP:0002451;MP:0002412;MP:0005095;MP:0006058;MP:0009642;MP:0003566;MP:0000222;MP:0008075;MP:0001845;MP:0008078;MP:0003628,0,0
HLF,MP:0002169,0,0
CD2AP,MP:0000274;MP:0005324;MP:0011353;MP:0005326;MP:0005553;MP:0005095;MP:0005264;MP:0011427;MP:0011294;MP:0002083;MP:0002136;MP:0001732;MP:0005165;MP:0003644;MP:0005325;MP:0005565;MP:0002962;MP:0005419;MP:0003643,0,0
ITGAD,MP:0000717;MP:0002412;MP:0005095;MP:0003944;MP:0004952;MP:0001790;MP:0001793;MP:0005026;MP:0008617;MP:0008075;MP:0008078;MP:0001828;MP:0002451,0,0
ITGAE,MP:0005018;MP:0005016;MP:0000221,0,0
SMAD9,MP:0002048;MP:0000897;MP:0002169;MP:0004007;MP:0000841;MP:0001861,0,0
LRPAP1,MP:0000681;MP:0001935;MP:0002876;MP:0005621;MP:0011086;MP:0002136;MP:0005416;MP:0004101;MP:0001463,1,0
SMAD5,MP:0001718;MP:0001719;MP:0003384;MP:0000474;MP:0001672;MP:0000914;MP:0000928;MP:0003119;MP:0012082;MP:0005602;MP:0001935;MP:0004180;MP:0003229;MP:0001914;MP:0006042;MP:0008392;MP:0006029;MP:0001921;MP:0002085;MP:0001785;MP:0003984;MP:0009656;MP:0002621;MP:0002976;MP:0004068;MP:0001680;MP:0002086;MP:0000270;MP:0011098;MP:0003396;MP:0001706;MP:0001622;MP:0000259;MP:0001701;MP:0001700;MP:0004787;MP:0001723;MP:0001722;MP:0005221;MP:0012136;MP:0005029;MP:0000913;MP:0004251;MP:0002884;MP:0006055;MP:0000955;MP:0001614;MP:0002123;MP:0002169;MP:0004076;MP:0001726;MP:0001698;MP:0000267,1,0
SMAD6,MP:0002842;MP:0000249;MP:0001633;MP:0000285;MP:0000284;MP:0005591;MP:0003958;MP:0003974;MP:0008825;MP:0010418;MP:0010600;MP:0010420;MP:0001544;MP:0000272;MP:0000273;MP:0005048;MP:0006123;MP:0011110;MP:0010618;MP:0010551;MP:0011665;MP:0010454;MP:0000266,1,0
SMAD7,MP:0001262;MP:0001265;MP:0002925;MP:0001636;MP:0004816;MP:0000280;MP:0006354;MP:0005093;MP:0001935;MP:0008782;MP:0003717;MP:0011100;MP:0001786;MP:0004067;MP:0010506;MP:0005294;MP:0010402;MP:0001823;MP:0000703;MP:0011090;MP:0000297;MP:0000111;MP:0002128;MP:0011110;MP:0009703;MP:0005140;MP:0002169;MP:0003898;MP:0004110;MP:0000267,1,0
SMAD1,MP:0001711;MP:0000358;MP:0000470;MP:0002169;MP:0002884;MP:0011186;MP:0008393;MP:0008392;MP:0000841;MP:0000897;MP:0002151;MP:0002836;MP:0003384;MP:0003886;MP:0001680;MP:0001698;MP:0009657;MP:0011098;MP:0006419;MP:0002086;MP:0001056;MP:0001701;MP:0001700;MP:0001145;MP:0012157;MP:0001147;MP:0001726;MP:0000292;MP:0001077;MP:0000291;MP:0012134;MP:0005221;MP:0001921;MP:0002082;MP:0010736;MP:0006301;MP:0001672;MP:0004558;MP:0004140;MP:0002824;MP:0004073;MP:0004139;MP:0003988,1,0
SMAD3,MP:0001260;MP:0000240;MP:0000685;MP:0001265;MP:0000554;MP:0003918;MP:0000550;MP:0004042;MP:0000069;MP:0005153;MP:0006433;MP:0002932;MP:0011372;MP:0002444;MP:0000166;MP:0000160;MP:0000063;MP:0000163;MP:0011338;MP:0005554;MP:0003306;MP:0008720;MP:0005094;MP:0004967;MP:0003200;MP:0011405;MP:0004041;MP:0000493;MP:0002957;MP:0001533;MP:0000218;MP:0000219;MP:0002816;MP:0001504;MP:0001873;MP:0002442;MP:0006395;MP:0002724;MP:0005566;MP:0003560;MP:0000692;MP:0000702;MP:0008466;MP:0005109;MP:0001272;MP:0000694;MP:0001270;MP:0005104;MP:0000350;MP:0005166;MP:0002083;MP:0000420;MP:0008783;MP:0003009;MP:0000150;MP:0004624;MP:0008076;MP:0000157;MP:0005553;MP:0004883;MP:0005202;MP:0003270;MP:0003215;MP:0002161;MP:0008872;MP:0000997;MP:0011349;MP:0001392;MP:0008706;MP:0004154;MP:0001824;MP:0001869;MP:0008595;MP:0001823;MP:0000220;MP:0003453;MP:0001846;MP:0001828;MP:0003408,0,0
MUS81,MP:0001958;MP:0001634;MP:0008775;MP:0001175;MP:0006117;MP:0001658;MP:0006278;MP:0008657;MP:0003819;MP:0009862;MP:0006047;MP:0009866;MP:0002747;MP:0008943;MP:0004044;MP:0004028;MP:0000233;MP:0000352;MP:0010996;MP:0010661;MP:0002625;MP:0012431;MP:0010468;MP:0001183;MP:0011086;MP:0001544;MP:0000272;MP:0003395;MP:0002083;MP:0010383;MP:0006265;MP:0002023;MP:0009871;MP:0002038;MP:0009873;MP:0008873;MP:0005244;MP:0010470;MP:0011951;MP:0009766;MP:0001846;MP:0001861;MP:0008058,1,0
TMPRSS11A,MP:0000659;MP:0002169,0,0
IGF2R,MP:0001260;MP:0001575;MP:0001435;MP:0002624;MP:0000275;MP:0011085;MP:0008770;MP:0011087;MP:0002190;MP:0004937;MP:0001175;MP:0001176;MP:0001923;MP:0000281;MP:0006138;MP:0004260;MP:0008772;MP:0001922;MP:0001954;MP:0001953;MP:0010724;MP:0003172;MP:0001935;MP:0004202;MP:0011109;MP:0009673;MP:0000592;MP:0011088;MP:0008258;MP:0005329;MP:0009085;MP:0009395;MP:0001785;MP:0002833;MP:0002953;MP:0004320;MP:0004321;MP:0005238;MP:0005418;MP:0008271;MP:0003416;MP:0000274;MP:0000599;MP:0000562;MP:0011086;MP:0002088;MP:0001264;MP:0002066;MP:0009698;MP:0011090;MP:0011091;MP:0005141;MP:0001144;MP:0001120;MP:0004906;MP:0000676;MP:0011030;MP:0000428;MP:0003126;MP:0003121;MP:0001926;MP:0003122;MP:0004882;MP:0011110;MP:0009702;MP:0009087;MP:0004199;MP:0009097;MP:0003068;MP:0011873;MP:0000585;MP:0002754;MP:0010563;MP:0001699;MP:0002753;MP:0009431;MP:0004920;MP:0009432,1,0
TMPRSS11D,MP:0012431,0,0
RAD21L1,MP:0004852;MP:0004833;MP:0001155;MP:0002682;MP:0010948;MP:0001935;MP:0005159;MP:0001930;MP:0011122;MP:0008280;MP:0001925;MP:0002608;MP:0005169;MP:0005168;MP:0004805;MP:0001147;MP:0001923;MP:0005431;MP:0001926;MP:0013607;MP:0005560;MP:0002777;MP:0010207;MP:0009452;MP:0009451;MP:0008261,0,0
CKS1B,MP:0001262;MP:0008008,0,0
CXCR2,MP:0000322;MP:0000240;MP:0008751;MP:0004651;MP:0001265;MP:0005398;MP:0003918;MP:0003009;MP:0002908;MP:0004953;MP:0005014;MP:0000920;MP:0000601;MP:0002465;MP:0002463;MP:0013424;MP:0010101;MP:0004952;MP:0002444;MP:0012765;MP:0002442;MP:0004956;MP:0004909;MP:0005466;MP:0005553;MP:0005465;MP:0008042;MP:0008040;MP:0004647;MP:0002281;MP:0010373;MP:0005292;MP:0003436;MP:0000218;MP:0000219;MP:0000194;MP:0002768;MP:0000702;MP:0000691;MP:0008542;MP:0009789;MP:0008720;MP:0008721;MP:0000220;MP:0013663;MP:0002335;MP:0002334;MP:0005027;MP:0001601;MP:0011225;MP:0010850;MP:0003917;MP:0004928;MP:0005560;MP:0002412;MP:0005568;MP:0000955;MP:0000954;MP:0002357;MP:0005542;MP:0005478;MP:0002418;MP:0008127;MP:0008111;MP:0008346;MP:0001273;MP:0003447;MP:0002397;MP:0013772;MP:0009764;MP:0008719;MP:0008596;MP:0008079;MP:0002497;MP:0003448,0,0
ARTN,MP:0001015;MP:0001344;MP:0001011;MP:0001008;MP:0001025;MP:0001046,0,0
RNF111,MP:0000913;MP:0004180;MP:0011098;MP:0001730;MP:0002151,1,0
TCEA1,MP:0003051;MP:0001577;MP:0000245;MP:0011099;MP:0001787;MP:0004808;MP:0001698;MP:0000600;MP:0000603,1,0
COX4I2,MP:0010053;MP:0006050;MP:0002133;MP:0001175;MP:0005292;MP:0002335;MP:0003961;MP:0001861,0,0
COX4I1,MP:0013293;MP:0001399;MP:0011100;MP:0009931;MP:0004924;MP:0003864;MP:0013292;MP:0001489;MP:0006108;MP:0001697;MP:0003720;MP:0003717,1,0
CRTAM,MP:0002412;MP:0005463;MP:0008682;MP:0005465;MP:0005348;MP:0008568;MP:0008074;MP:0005025;MP:0008078;MP:0001828;MP:0008567,0,0
EDA,MP:0000577;MP:0001262;MP:0013580;MP:0006366;MP:0001926;MP:0001340;MP:0002074;MP:0001302;MP:0002095;MP:0002092;MP:0006400;MP:0006402;MP:0003815;MP:0013745;MP:0002689;MP:0000417;MP:0013177;MP:0006371;MP:0006370;MP:0003136;MP:0012078;MP:0005358;MP:0000418;MP:0000572;MP:0008538;MP:0002111;MP:0030494;MP:0006236;MP:0005251;MP:0002075;MP:0010233;MP:0002132;MP:0002832;MP:0001284;MP:0002073;MP:0001852;MP:0001851;MP:0009652;MP:0000372;MP:0004381;MP:0013582;MP:0000396;MP:0001199;MP:0030457;MP:0013558;MP:0013478;MP:0005287;MP:0000125;MP:0001314;MP:0009659;MP:0000116;MP:0000397;MP:0006365;MP:0001312;MP:0001313;MP:0002237;MP:0006401;MP:0000119;MP:0002233;MP:0003704;MP:0005508;MP:0001218;MP:0002060;MP:0002001;MP:0002277;MP:0005542;MP:0002100;MP:0004830;MP:0005176;MP:0000585;MP:0010231;MP:0006000;MP:0000367;MP:0000416;MP:0009003;MP:0013370;MP:0001510;MP:0002576,0,0
LAPTM4B,MP:0002192;MP:0000757;MP:0009142;MP:0003864;MP:0001488;MP:0006108;MP:0001697;MP:0003720,0,0
ABCD4,MP:0001413;MP:0005316,0,0
LEO1,MP:0011100,1,0
MTCL1,MP:0001262;MP:0000876;MP:0010047;MP:0010733;MP:0008572;MP:0005404;MP:0005405;MP:0001516;MP:0001926,0,0
ATP1A4,MP:0004543;MP:0000242;MP:0009237;MP:0005293;MP:0005578;MP:0002675;MP:0003961;MP:0009282;MP:0003666;MP:0001925,0,0
ATP1A3,MP:0001262;MP:0001265;MP:0002066;MP:0000753;MP:0001364;MP:0011087;MP:0005323;MP:0002206;MP:0005402;MP:0001407;MP:0004811;MP:0000801;MP:0002327;MP:0008875;MP:0008840;MP:0009938;MP:0000947;MP:0001513;MP:0011100;MP:0001393;MP:0009358;MP:0004000;MP:0011617;MP:0001501;MP:0001463;MP:0009357;MP:0001405;MP:0001406;MP:0002064;MP:0001417;MP:0001402;MP:0009766;MP:0012307;MP:0012288;MP:0002083;MP:0004924;MP:0000745;MP:0000812;MP:0009713;MP:0005584;MP:0020469;MP:0011110;MP:0001486;MP:0002906;MP:0009940;MP:0009749;MP:0012289;MP:0001399;MP:0002797;MP:0003858;MP:0003461;MP:0009454;MP:0012286;MP:0008918;MP:0003354;MP:0009142;MP:0001973;MP:0002801;MP:0020424;MP:0011620;MP:0009435;MP:0011624;MP:0002634,1,1
ATP1A2,MP:0001404;MP:0002272;MP:0005620;MP:0002065;MP:0030732;MP:0011087;MP:0005267;MP:0005402;MP:0001363;MP:0005423;MP:0005140;MP:0001491;MP:0002204;MP:0001463;MP:0000818;MP:0002169;MP:0001953;MP:0002972,1,0
ATP1A1,MP:0009749;MP:0000738;MP:0011100;MP:0001363;MP:0005140;MP:0001745;MP:0001417;MP:0003313,1,0
MGRN1,MP:0010488;MP:0000644;MP:0006138;MP:0005409;MP:0005312;MP:0010334;MP:0001935;MP:0001914;MP:0008025;MP:0002075;MP:0003178;MP:0011101;MP:0002766;MP:0010402;MP:0010403;MP:0010426;MP:0001274;MP:0011086;MP:0001706;MP:0002080;MP:0002083;MP:0011091;MP:0000747;MP:0011090;MP:0000650;MP:0010854;MP:0000284;MP:0002652;MP:0002654;MP:0003354;MP:0010436;MP:0004158,1,0
TMEM67,MP:0011088;MP:0011086;MP:0009689;MP:0000433;MP:0000923;MP:0000829;MP:0005157;MP:0004261;MP:0000928;MP:0000780;MP:0002151;MP:0011256;MP:0011066;MP:0000866;MP:0006007;MP:0010808;MP:0003632;MP:0003675;MP:0010422;MP:0000358;MP:0012260;MP:0012263;MP:0008528;MP:0011253;MP:0001704;MP:0002081;MP:0000460;MP:0002082;MP:0006100;MP:0012138;MP:0012139;MP:0003864;MP:0000914;MP:0008282;MP:0003943;MP:0000852;MP:0000284;MP:0008227;MP:0009929;MP:0003232;MP:0011056;MP:0030309;MP:0004133;MP:0004132;MP:0004157;MP:0001732;MP:0010412,1,0
CRTAP,MP:0004201;MP:0002896;MP:0004686;MP:0000130;MP:0000069;MP:0020040;MP:0005006;MP:0001732;MP:0004016;MP:0003795;MP:0006397;MP:0000066,0,0
SP8,MP:0000559;MP:0012707;MP:0000556;MP:0000550;MP:0000553;MP:0001676;MP:0000428;MP:0000928;MP:0011089;MP:0003755;MP:0002111;MP:0003054;MP:0004653;MP:0004656;MP:0011772;MP:0011771;MP:0003456;MP:0002728;MP:0006279;MP:0009053;MP:0000561;MP:0005296;MP:0000137;MP:0000547;MP:0013164;MP:0000914;MP:0003124;MP:0002233;MP:0003315;MP:0000850;MP:0003049;MP:0000585;MP:0004073;MP:0004359;MP:0002759,1,0
SPHK1,MP:0008734;MP:0008466;MP:0004215;MP:0005014;MP:0009764;MP:0002169;MP:0008713,0,0
DPT,MP:0008438;MP:0001191;MP:0005275;MP:0005543;MP:0001244;MP:0003094;MP:0010024;MP:0003092;MP:0005300;MP:0005421,0,0
IPO13,MP:0011100,1,0
CPEB4,MP:0001405;MP:0001262;MP:0011240;MP:0000245;MP:0001265;MP:0001436;MP:0001053;MP:0008415;MP:0009936;MP:0011086;MP:0012055;MP:0005621;MP:0003651;MP:0011112;MP:0011088;MP:0008770;MP:0011243;MP:0001954;MP:0009546;MP:0003795,1,0
CPEB1,MP:0004852;MP:0005168;MP:0002160;MP:0002161;MP:0008261;MP:0008280;MP:0002207;MP:0001929;MP:0003582;MP:0001922;MP:0002687;MP:0001926;MP:0003578,0,0
CPEB3,MP:0004231;MP:0001402;MP:0008414;MP:0009936;MP:0009453;MP:0001363;MP:0004811;MP:0001923;MP:0009940;MP:0001898,0,0
BBOX1,MP:0000274;MP:0011110;MP:0003720;MP:0011275;MP:0000897;MP:0004924;MP:0000428;MP:0000841;MP:0000783,1,0
RHEBL1,MP:0002169,0,0
IFT80,MP:0011110;MP:0009703;MP:0009743;MP:0004686;MP:0004509;MP:0005352;MP:0011090;MP:0003409;MP:0001732;MP:0010831;MP:0000165;MP:0002702;MP:0000150;MP:0000438;MP:0010099;MP:0006397,1,0
IFT88,MP:0004277;MP:0001732;MP:0001730;MP:0010042;MP:0000598;MP:0004203;MP:0010041;MP:0010440;MP:0010521;MP:0004574;MP:0003400;MP:0001402;MP:0003864;MP:0003861;MP:0009890;MP:0004132;MP:0002988;MP:0013293;MP:0008986;MP:0000026;MP:0011066;MP:0009150;MP:0003984;MP:0011098;MP:0001706;MP:0001700;MP:0010773;MP:0003723;MP:0005306;MP:0000783;MP:0004252;MP:0000787;MP:0009149;MP:0001399;MP:0009145;MP:0009146;MP:0009143;MP:0002968;MP:0002633;MP:0001178;MP:0000554;MP:0011086;MP:0001176;MP:0006108;MP:0000925;MP:0000926;MP:0000914;MP:0000929;MP:0004247;MP:0010402;MP:0010403;MP:0010406;MP:0000562;MP:0009050;MP:0004924;MP:0004276;MP:0000930;MP:0005650;MP:0000830;MP:0005560;MP:0002694;MP:0002693;MP:0003068;MP:0002925;MP:0002928;MP:0005293;MP:0002884;MP:0005262;MP:0002151;MP:0011108;MP:0011109;MP:0011100;MP:0003675;MP:0008528;MP:0005104;MP:0000292;MP:0001944;MP:0003840;MP:0003333;MP:0004789;MP:0003336;MP:0000898;MP:0009743;MP:0003232;MP:0000897;MP:0010436;MP:0001697;MP:0001511,1,0
SP2,MP:0004201;MP:0004200;MP:0011109;MP:0001914;MP:0011085;MP:0002169;MP:0003984;MP:0001698;MP:0011098;MP:0000929;MP:0001700;MP:0011705,1,0
CNTF,MP:0010053;MP:0008916;MP:0000954;MP:0000136;MP:0004981;MP:0004799;MP:0005165;MP:0000937;MP:0003871;MP:0000747;MP:0003651;MP:0005405;MP:0010205;MP:0009967;MP:0006060;MP:0003354;MP:0000939;MP:0000938,0,0
MCM10,MP:0004963;MP:0013504;MP:0011104;MP:0004957;MP:0011095;MP:0002718;MP:0002942;MP:0000352;MP:0001730,1,0
CSK,MP:0001719;MP:0001432;MP:0004261;MP:0004073;MP:0012707;MP:0001364;MP:0001633;MP:0001360;MP:0000434;MP:0000929;MP:0000928;MP:0001081;MP:0001730;MP:0002151;MP:0001288;MP:0011259;MP:0003984;MP:0003451;MP:0002621;MP:0000316;MP:0006293;MP:0013241;MP:0011098;MP:0012170;MP:0012703;MP:0001701;MP:0001726;MP:0001721;MP:0000932;MP:0000930;MP:0004556;MP:0006030;MP:0002169;MP:0001698;MP:0000267;MP:0001458,1,0
SP4,MP:0001265;MP:0008414;MP:0001636;MP:0011086;MP:0000807;MP:0001732;MP:0003137;MP:0004086;MP:0004085;MP:0008489;MP:0001380;MP:0009732;MP:0002757;MP:0004000;MP:0004124;MP:0010520;MP:0010519;MP:0001405;MP:0001417;MP:0000694;MP:0012307;MP:0002083;MP:0001147;MP:0011090;MP:0002183;MP:0001923;MP:0001486;MP:0001925;MP:0001399;MP:0008950;MP:0009454;MP:0000812;MP:0001392;MP:0010637;MP:0001823;MP:0009456;MP:0002636;MP:0002637;MP:0001473;MP:0002635,1,0
ATG4C,MP:0004499;MP:0008260;MP:0001402,0,0
ATG4B,MP:0001405;MP:0011110;MP:0005191;MP:0001394;MP:0002118;MP:0006090;MP:0004330;MP:0009979;MP:0002894;MP:0008260;MP:0001522;MP:0003143;MP:0002804;MP:0002978,1,0
PHOX2A,MP:0001575;MP:0001262;MP:0011085;MP:0003383;MP:0005292;MP:0001088;MP:0001063;MP:0010105;MP:0001061;MP:0001732;MP:0001081;MP:0001954;MP:0001083;MP:0005574;MP:0001085;MP:0005573;MP:0009937;MP:0008947;MP:0005575;MP:0000939;MP:0008315;MP:0008314;MP:0002727;MP:0001015;MP:0001035;MP:0001034;MP:0001036;MP:0001071;MP:0005585;MP:0005438;MP:0002891;MP:0001093;MP:0001943;MP:0005202;MP:0002751;MP:0000189;MP:0003661,1,0
PHOX2B,MP:0001575;MP:0013006;MP:0011406;MP:0001008;MP:0011087;MP:0002327;MP:0002092;MP:0001044;MP:0001045;MP:0001066;MP:0004811;MP:0001096;MP:0001953;MP:0001081;MP:0001082;MP:0001084;MP:0000846;MP:0005576;MP:0001087;MP:0001957;MP:0001951;MP:0004186;MP:0004561;MP:0004990;MP:0011099;MP:0000910;MP:0011827;MP:0003634;MP:0003437;MP:0003632;MP:0002546;MP:0011108;MP:0004101;MP:0011098;MP:0000255;MP:0001034;MP:0013005;MP:0001056;MP:0002082;MP:0000937;MP:0006243;MP:0001074;MP:0001100;MP:0001093;MP:0003964;MP:0001943;MP:0002338;MP:0011110;MP:0001942;MP:0002321;MP:0004981;MP:0002127;MP:0002169;MP:0002751;MP:0004948;MP:0003661;MP:0013002,1,0
LRGUK,MP:0004182;MP:0005578;MP:0004852;MP:0008545;MP:0008898;MP:0009239;MP:0009376;MP:0009231;MP:0001156;MP:0002675;MP:0009838;MP:0004901;MP:0009230;MP:0006380;MP:0004029;MP:0002687;MP:0001925,0,0
UPK2,MP:0011086;MP:0006317;MP:0011471;MP:0005618;MP:0010386;MP:0009643;MP:0001732;MP:0003630;MP:0011460;MP:0000519;MP:0005565;MP:0001762;MP:0003587;MP:0011424,1,0
CFH,MP:0001004;MP:0003329;MP:0012144;MP:0001325;MP:0005239;MP:0011310;MP:0020216;MP:0011353;MP:0003727;MP:0006074;MP:0011512;MP:0008586;MP:0002743;MP:0002871;MP:0005161;MP:0002083;MP:0005416;MP:0005561;MP:0012143;MP:0011427;MP:0020519;MP:0020518;MP:0005325;MP:0005615;MP:0005201;MP:0002962;MP:0011348;MP:0006149;MP:0011566,0,0
CFI,MP:0005325;MP:0005416;MP:0003179;MP:0020518,0,0
PNP,MP:0020154;MP:0005079;MP:0013435;MP:0011597;MP:0005018;MP:0011476;MP:0011477;MP:0010841;MP:0003132;MP:0010847;MP:0010844;MP:0002442;MP:0005093;MP:0005092;MP:0005090;MP:0010186;MP:0011101;MP:0009541;MP:0000217;MP:0008083;MP:0008169;MP:0008182;MP:0011098;MP:0010838;MP:0005584;MP:0001601;MP:0010850;MP:0002007;MP:0008168;MP:0006036;MP:0008207;MP:0001823;MP:0008075;MP:0008079;MP:0008058;MP:0002494,1,0
ANKFY1,MP:0011092;MP:0011102,1,0
CFB,MP:0002412;MP:0005564;MP:0002471;MP:0002472;MP:0002473;MP:0003436;MP:0001921;MP:0002608;MP:0003131,0,0
DERL3,MP:0002169,0,0
MRLN,MP:0013239;MP:0002106;MP:0009406;MP:0004231;MP:0012107,0,0
CDKAL1,MP:0011940;MP:0001262;MP:0002078;MP:0005621;MP:0008844;MP:0003059;MP:0001303;MP:0010053;MP:0002169;MP:0005318;MP:0010169;MP:0005560;MP:0009287;MP:0005669;MP:0000198;MP:0002727;MP:0009355;MP:0009356;MP:0005317,0,0
PNN,MP:0011089;MP:0013292;MP:0001244;MP:0001243;MP:0000284;MP:0001325;MP:0013293;MP:0004616;MP:0011100;MP:0001785;MP:0003984;MP:0000379;MP:0001780;MP:0010402;MP:0011098;MP:0011094;MP:0000111;MP:0004110;MP:0006126;MP:0000150;MP:0000154;MP:0002633;MP:0001696;MP:0001693,1,0
CFP,MP:0005044;MP:0001544;MP:0009763;MP:0002169;MP:0002471;MP:0002472;MP:0002473;MP:0003436;MP:0005166,0,0
AAAS,MP:0001516;MP:0001262;MP:0001417;MP:0001926;MP:0001402,0,0
HAMP,MP:0001263;MP:0004152;MP:0009788;MP:0008807;MP:0005639;MP:0011890;MP:0008808;MP:0008810;MP:0002447;MP:0001770,0,0
SIDT1,MP:0002339,0,0
SERPINA10,MP:0006066;MP:0009763;MP:0008770,0,0
SIDT2,MP:0001552;MP:0001262;MP:0001265;MP:0005293;MP:0001654;MP:0000607;MP:0000598;MP:0005217;MP:0010359;MP:0003564;MP:0020354;MP:0005559;MP:0002628;MP:0002727;MP:0009355;MP:0009378;MP:0003333;MP:0005343;MP:0002169;MP:0002941;MP:0003645;MP:0001860,0,0
SIX4,MP:0002169,0,0
SIX5,MP:0010254;MP:0001932;MP:0005250;MP:0002687;MP:0001154;MP:0001304;MP:0001156;MP:0001147;MP:0001146;MP:0001152;MP:0001153;MP:0006380;MP:0005159;MP:0001750;MP:0001925,0,0
SIX6,MP:0002984;MP:0001333;MP:0005241;MP:0001325;MP:0002659,0,0
MR1,MP:0004799;MP:0006387;MP:0002459,0,0
SIX2,MP:0011289;MP:0002989;MP:0011087;MP:0002135;MP:0004936;MP:0002169;MP:0003446;MP:0000527;MP:0000521;MP:0003881,1,0
SIX3,MP:0011089;MP:0001293;MP:0003232;MP:0005157;MP:0013906;MP:0030241;MP:0012138;MP:0012091;MP:0005221;MP:0006294;MP:0000428;MP:0000438;MP:0002151;MP:0006293,1,0
CNPY4,MP:0001925,0,0
CNPY3,MP:0001265;MP:0011086;MP:0001732;MP:0003945;MP:0008561;MP:0008706;MP:0002451,1,0
CNPY1,MP:0002753,0,0
PRIMPOL,MP:0004815;MP:0004046;MP:0005103;MP:0002169;MP:0000745;MP:0001925,0,0
UFD1,MP:0002169,0,0
SYNJ1,MP:0001289;MP:0011089;MP:0000947;MP:0011085;MP:0011100;MP:0001393;MP:0000745;MP:0000746;MP:0001732;MP:0002916;MP:0011088,1,1
KNDC1,MP:0002169,0,0
CHFR,MP:0012431;MP:0004499;MP:0004046;MP:0002083;MP:0004028;MP:0002020,0,0
