#dragendb_gene	uptodate_gene
AC104389.28	OR51B5
C1orf228	ARMH1
CTD-2607J13.1	BNIP3P27
RP11-420K14.2	MTDHP3
RP11-173D9.1	RPL23AP70
RP11-622L21.1	LARP7P4
FAM196B	INSYN2B
SSX8	SSX8P
RP4-617C6.1	LINC01761
OR52A4	OR52A4P
RP11-867G23.9	BRD9P1
FAM64A	PIMREG
RP11-413E6.7	DUX4L26
RP11-641A6.2	KRT73-AS1
C9orf169	CYSRT1
RP1-279N11.1	TRAPPC13P1
C3orf55	PQLC2L
RP11-221E20.4	MARK3P3
AC008834.1	LINC01846
RP11-730N24.1	LINC02239
RP11-157N3.1	LINC01307
KIAA0195	TMEM94
AC007386.2	LINC02245
XX-2136C48.8	DUX4L29
RP11-403P13.1	RPSAP48
CTD-2218G20.2	LINC02120
U6	RNU6-84P
ATP5F1	ATP5PB
RP11-47K11.2	WDR82P2
C12orf36	LINC01559
C1orf180	LINC01555
C20orf166-AS1	MIR1-1HG-AS1
C20orf166	MIR1-1HG
MANEA-AS1	MANEA-DT
C10orf2	TWNK
ATP5C1P1	ATP5F1CP1
CTA-407F11.6	YES1P1
LINC00961	SPAAR
RP5-1010E17.2	LINC01441
RP13-198D9.3	YWHABP1
UBE2Q2P6	RPL9P9
SAR1P3	SAR1AP3
AC068535.5	RPL23AP27
RP11-298O21.5	LRRC77P
RP11-109M19.5	MTND6P33
RP11-925D8.5	MTND5P32
RP11-736N17.4	NDUFB4P11
PRKRIRP8	THAP12P8
FAM175B	ABRAXAS2
RP11-585K14.2	MTCYBP12
RP11-474D14.2	RPS3AP38
C16orf52	MOSMO
AC007381.2	MIR4432HG
RP11-645C24.2	SMG1P4
RP11-20G13.3	LINC02244
RP11-349A22.5	PSMA3-AS1
FRDAP	FXNP1
RP11-818F20.4	LINC02385
FAM205B	FAM205BP
RP11-664H7.2	MTND6P25
RP11-735B13.2	LINC02025
RP13-977J11.2	LINC02361
RP11-756H20.1	LINC02240
RP11-539L10.2	LINC002481
CGB	CGB3
AC004112.7	MTCYBP24
C10orf54	VSIR
AC068610.5	LINC01392
AC097639.8	RPSAP11
RP11-312B8.1	CAMTA1-DT
RP11-595B24.1	LINC01900
C1orf200	PIK3CD-AS1
CTC-575C13.2	BNIP3P19
FAM188A	MINDY3
RP11-475J5.9	MTND4LP5
RP11-846F4.5	MTND2P13
FAM183CP	LINC02209
AL353997.3	KRT17P5
RP11-109M17.1	AKAP8P1
AC098592.8	BRWD1P3
RP11-773H22.1	STK25P1
RP11-425I13.1	RPL14P3
AC008265.2	IMPDH1P3
SCAND3	ZBED9
RP11-501J20.3	RPL12P26
hsa-mir-7515	MIR7515HG
RP13-221M14.4	PRAMEF35P
RP11-7D5.2	RPS3AP36
RP11-138H14.1	EIF4EP5
AC004016.2	SNRPCP19
RP11-417J1.3	MTCYBP37
RP3-324O17.4	MCTS2P
C5orf48	TEX43
RP11-133O22.6	UBE2R2-AS1
RP11-434D2.2	LINC01984
RP11-638L3.3	LINC01903
AC130710.1	GACAT3
AL022344.2	VN1R54P
AC124997.1	LINC02250
RP11-152L7.2	LINC01653
LOC732538	FBXO36P1
RP11-137J7.2	NMBR-AS1
AC002365.1	CLDN34
MFI2-AS1	MELTF-AS1
AC016912.3	LINC01820
RP3-340N1.6	LINC01757
RP1-152L7.3	GSTA8P
AC002472.13	LRRC74B
C14orf166	RTRAF
RP11-316M20.1	LINC01987
C4orf27	HPF1
AC114788.2	LINC01940
HDGFRP3	HDGFL3
RP11-928F19.2	ZNF519P3
RP6-29D12.4	RPSAP62
RP6-74O6.2	PDZK1P1
RP11-1078H9.1	LINC02317
RP11-15E18.2	RPSAP66
AC004125.3	LINC2194
RP11-44F21.5	LINC02562
RP11-243A14.1	LINC02177
C1orf227	SPATA45
C11orf35	LMNTD2
AC006499.8	RAF1P1
RP11-91J3.2	LINC02514
C14orf64	LINC01550
KB-1732A1.1	GASAL1
ADORA3	TMIGD3
NHP2L1	SNU13
SNAP23P	SNAP23P1
RP11-33A14.3	PPIAP75
NAT6	NAA80
C16orf11	PRR35
RP11-159H20.1	DNAJB5P1
CXorf23	BCLAF3
C19orf55	PROSER3
RP11-393J16.4	ZNF25-DT
Metazoa_SRP	RN7SL726P
NGFRAP1	BEX3
RP11-23B5.1	POLR3GP2
RP11-368J21.3	OTOAP1
7SK	LINC02198
CTC-467M3.1	MEF2C-AS2
RP11-45P22.2	PPIAP38
GPR113	ADGRF3
C2orf62	CATIP
AC073055.2	DPY19L4P2
CTD-2571L23.6	NOP53-AS1
RP11-157E14.1	LINC01723
RP4-694A7.4	DEPDC1-AS1
MIR1-2	MIR133A1HG
RP11-523L20.1	LINC02134
RP5-1007G16.1	CSMD2-AS1
BCMO1	BCO1
LINC00675	TMEM238L
XX-C2158C6.2	RPL23AP47
VWA9	INTS14
RP11-674N23.1	GACAT2
RP11-532E4.2	MUC5B-AS1
C15orf59	INSYN1
AC015922.5	SPECC1P1
POTEG	POTEM
AC023672.1	ACTP1
Z83851.1	LINC01315
RP11-358M11.4	NDUFB10P1
RP11-345M22.1	LINC01229
RP11-211N8.5	RAB28P2
RP5-988G17.1	LINC01706
AC138031.1	RPL23AP45
RP11-1281K21.6	MTCO3P39
hsa-mir-4536-2	MIR4536-2
SLC22A20	SLC22A20P
AC068490.2	LINC01830
RP11-145H9.3	LINC02521
RP11-395L14.5	PGM5P4
AC004014.4	BUB3P1
RP5-916O11.1	RPL12P31
RP11-82C23.2	LHX5-AS1
RP11-139H15.1	PIGBOS1
AC074138.3	LINC01534
RP11-192N10.2	CKS1BP2
AC091814.2	LINC02470
KIAA0922	TMEM131L
DEFB109P1B	DEFB109B
IMPA1P	IMPA1P1
RP11-381N20.1	LINC02435
APITD1	CENPS
CTD-3105H18.5	RPS29P23
RP11-418J17.1	WARS2-AS1
RP11-413G15.1	LINC01712
AC016995.3	LINC02613
RP11-399N22.3	RPS26P40
RP11-461H3.2	RPSAP40
U6	RNU6-92P
RP11-790J24.2	TRMT10BP1
RP11-460C6.1	ME2P1
RP11-673P17.4	LINC02129
USP17L1P	USP17L1
CTD-2333M24.1	LINC02146
RP11-1079K10.5	LINC02075
AC010987.6	LINC01812
CPSF3L	INTS11
RP11-774O3.2	LINC02517
AC104801.1	DLX2-DT
AC005235.1	LINC01923
MAGOH2	MAGOH2P
RP11-39K24.4	MTCO1P11
LINC01057	SLC44A3-AS1
RP11-265P11.2	LINC01281
LRRC48	DRC3
CTC-523E23.6	LINC01838
AP000226.9	LLPHP2
RP11-353N14.4	LINC01978
C9orf173	STPG3
RP11-307L3.2	SELENOTP1
RP11-308K2.1	LINC02374
RP11-324D17.1	LINC02169
RP11-597K23.2	LINC01583
RP3-513G18.2	LINC02171
RP11-52L11.4	MTCO1P35
RP11-341G5.1	LINC01182
CTD-3224K15.2	CXXC5-AS1
AC023115.2	LINC01828
LPPR1	PLPPR1
AC007131.1	LINC01793
RP11-504P24.8	GTF2IP20
RP11-527H14.3	LINC01444
ATP5E	ATP5F1E
AC097713.4	LINC01891
AL773604.8	LINC01424
RP11-32F11.2	LINC01231
RP11-438L7.3	HADHAP2
TCEB2P2	ELOBP2
RP11-463O9.5	FOXC2-AS1
ZNF259	ZPR1
RP11-81H14.2	LINC02384
CTD-2003D5.1	CAB39P1
LINC00948	MRLN
RP11-426M1.2	RPL23AP89
SSX9	SSX9P
RP3-510D11.1	MIR34AHG
USMG5	ATP5MD
FAM58BP	CCNQP1
RP5-1070A16.1	LINC01776
ATP5G3	ATP5MC3
FAM69A	DIPK1A
C1orf27	ODR4
RP11-543A18.1	LINC02040
AC079354.3	KIAA2012-AS1
RP11-1094H24.4	PICART1
RP11-571O6.1	LINC02131
AC022311.1	LINC01249
CXorf57	RADX
RP11-619F23.2	KCNMA1-AS3
CT49	LINC01194
CTD-2037L6.2	LINC02101
GMCL1P1	GMCL2
RP11-77P16.4	LINC02021
PRKRIRP1	THAP12P1
CTC-820M8.1	NCAPGP1
RP11-396K3.1	GTF2IP4
CTD-2561J22.6	BNIP3P26
RP11-678B3.3	RAC1P9
AC096570.1	LINC01884
RP11-531P14.1	NUTF2P8
RP11-470L19.2	CYMP-AS1
PPP1R2P3	PPP1R2B
RP11-328M4.2	FOXP4-AS1
CTC-254B4.1	LINC01950
FAM65B	RIPOR2
RP11-447B18.1	LINC02221
RP11-576E20.1	LINC02493
RP11-169K16.6	RPL12P14
CTD-2291D10.2	LINC01859
RP11-296I10.6	SMG1P7
C7orf55-LUC7L2	LUC7L2
RP11-65D24.1	LINC02337
PVRL4	NECTIN4
AC005624.2	LINC01775
RP11-331O9.6	MTND4LP20
TCEB1P6	ELOCP6
AL132709.5	MEG8
RP11-124O11.2	LINC01264
RP3-380B4.1	LINC01758
RP11-466P24.4	PDCD5P2
RP1-84O15.1	RPL10AP3
RP11-17L5.4	ANKRD34C-AS1
RP11-209E8.1	LINC02490
CTD-2611K5.5	GOLGA8VP
CTD-2555C10.3	LINC02323
ABC7-42389800N19.1	WASH8P
RP11-480D4.1	LINC02226
FAM212A	INKA1
RP11-236P13.1	LINC01365
GPR144	ADGRD2
RP11-750I4.2	GLRXP2
RP4-755D9.1	RHOXF1-AS1
RP11-713N11.3	CENPUP2
C2orf53	PRR30
DEFB131	DEFB131A
Y_RNA	RNY3P12
AC103828.1	PTPRJ-AS1
GS1-204I12.1	LINC01350
RP11-255G21.1	LINC01209
RP13-483F6.1	SERPINA7P1
RP11-266L9.2	LCMT1-AS2
ADCK4	COQ8B
MAPK6PS3	MAPK6P3
AC073069.2	PPIAP67
AC010729.3	LINC01810
RP11-181F12.1	LINC01519
RP11-58O9.1	RPL23AP75
PPAPDC2	PLPP6
AC007040.7	ATP6V1B1-AS1
TCEB1P22	ELOCP22
CTD-2589M5.4	LINC02489
CTD-2509G16.2	LINC02324
RP13-16H11.2	SELENOOLP
RP11-378J18.3	TAF1A-AS1
RP11-502M1.2	LINC02477
CTC-429C10.2	ZNF649-AS1
AC005042.4	PKP4-AS1
CTD-2325A15.3	PPIAP77
CTC-548K16.1	LINC01842
RP11-1149O23.2	TNFRSF10A-AS1
CTD-2081K17.2	LINC01532
RP11-90C4.2	LINC01753
AC027763.2	ALOX12-AS1
BX649563.4	ADGRF5P2
RP11-475I24.1	FGF7P5
RP11-789C1.2	LINC02512
RP11-424I3.1	DIMT1P1
RP11-753N8.1	LINC02392
ATP5JP1	ATP5PFP1
RP11-219C24.6	PRAMEF33
AC073869.13	MTCYBP10
Z95704.4	BNIP3P41
RP11-74M11.2	LINC02360
AC090505.4	LINC01972
ATP5F1P3	ATP5PBP3
AC003102.3	RUNDC3A-AS1
RP5-1010E17.1	LINC01440
C19orf83	EML2-AS1
RP11-186O14.7	NAPGP1
RP11-171A24.3	RORB-AS1
AC009878.2	LINC02248
CTD-2589O24.1	TOMM20P1
AC009960.7	MTND3P17
RP11-209A2.1	RPL10P2
RP11-461L13.2	FBXW7-AS1
RP11-80F22.11	C2orf69P3
RP11-162A12.2	ZNF236-DT
AC004041.2	TH2LCRR
AP003039.3	NTM-AS1
RP11-75L1.1	LINC02390
RP11-78H24.1	LINC02020
ADCK3	COQ8A
AC113607.2	LINC01939
STRA13	CENPX
RP11-152O14.1	LINC02180
RP11-532N4.2	TRDN-AS1
RP11-46A10.4	KIAA1614-AS1
RP11-752L20.1	PRMT5P1
RP11-610P16.1	FAM160A1-DT
RP11-756P10.5	LINC02508
CTD-2341M24.1	LINC02328
RP11-454C18.1	LINC02066
MIR3150A	MIR3150BHG
RP13-104F24.1	KPNA2P3
FAM105B	OTULIN
MYCNUN	MYCNUT
CTD-2037K23.2	SCAMP1-AS1
RP11-776A13.3	LINC02386
RP11-295G12.1	LINC02445
CTB-46B19.1	RPL12P21
EIF3J-AS1	EIF3J-DT
LHFP	LHFPL6
RP11-593P24.2	MTCYBP19
CTB-25J19.1	MBD3L2B
GUCY1A3	GUCY1A1
RP11-481H12.1	PPIAP39
RP11-434E6.2	LINC02140
RP11-320M2.1	ODC1-DT
RP11-77I22.4	PPIAP44
FLJ27365	MIRLET7BHG
C20orf112	NOL4L
RP11-277P12.9	LINC02598
RP11-76C10.5	ADGRD1-AS1
AC068137.8	MTCO3P7
OR13C7P	OR13C7
C13orf45	LMO7DN
AC009960.5	MTCO3P17
C8orf47	ERICH5
MTERFD3	MTERF2
RP4-610C12.4	LINC01597
RP11-184E9.1	LINC02211
C2orf47	MAIP1
RP11-304L19.5	SNHG19
CTD-2301A4.5	PRMT1P1
RP4-666F24.3	LINC01765
AP001422.3	LINC01423
SETD5-AS1	THUMPD3-AS1
C8orf56	BAALC-AS2
AC008394.1	LINC01949
RP11-572C15.5	LINC02042
RP3-481F12.1	RPL39P39
RP11-707O23.5	MAPK8IP1P2
RP11-166O4.1	SPDYE21P
RP11-343J3.6	MTCO2P23
RP11-293G6__B.4	MTND4LP21
RP11-452C8.1	LINC02469
RP11-50E11.2	SHQ1P1
RP11-90C4.3	LINC01755
RP11-290F20.2	LINC01271
RP4-635G19.1	RPSAP59
RP11-114H23.3	RPL10P13
TCEB1P26	ELOCP26
AC005932.1	HOMER3-AS1
RP11-74E22.4	CCDC92B
RP11-305E17.6	RTCA-AS1
C5orf20	DCANP1
RP11-542G1.3	LINC02483
RP5-1027O15.1	LINC02546
RP11-63H19.2	MTCYBP16
JHDM1D-AS1	KDM7A-DT
AC104655.3	LINC01918
MIR549	MIR549A
RP11-299L17.3	LINC02308
C11orf48	LBHD1
RP11-789C1.1	LINC01612
AC134873.1	SEPT14P2
RP11-552D8.1	LPGAT1-AS1
RP3-388N13.2	MYL12AP1
AC079753.5	CDK8P2
BECN1P1	BECN2
RP4-773N10.6	LINC01397
AC006156.1	FAM197Y5
RP4-651E10.3	CDCA4P2
AP001626.1	LINC01671
RP11-966I7.1	FOXG1-AS1
RP1-257A15.1	PACRG-AS2
CXorf22	CFAP47
AC009960.3	MTCO1P54
RP11-160N1.9	FAM242D
ITPR1-AS1	ITPR1-DT
FAM101B	RFLNB
RP13-582O9.5	MINCR
RP11-70F11.8	LINC02395
Y_RNA	RNY3P16
DOPEY1	DOP1A
hsa-mir-6723	MTCO1P12
RP11-385J1.2	KCNMB2-AS1
TMEM194A	NEMP1
RP11-114O13.1	RPL12P5
RP11-145M4.3	LINC01358
PDDC1	GATD1
C18orf8	RMC1
RP11-757G14.1	RPL23AP66
AC005029.1	LINC01450
RP11-475J5.8	MTCO3P22
RP11-407N17.6	YTHDF2P1
ATP5F1P1	ATP5PBP1
RP11-169K16.4	SLC25A34-AS1
RP11-68I3.2	ABHD15-AS1
KIAA0141	DELE1
RP11-19P22.5	NOS2P1
RP11-527H14.6	LINC01906
RP11-309L24.9	ATP6V1FNB
RP11-442P12.1	HPRT1P1
AC079753.4	XIAPP3
TCEB1	ELOC
U6	RNU6-94P
7SK	RN7SKP4
RP11-104O19.2	MFSD1P1
RP11-2E17.1	CTXND1
RP11-222A11.1	LINC01515
RP1-65P5.1	THEM7P
RP11-380M21.2	MTCO2P2
RP11-69E11.8	PABPC4-AS1
RP11-52L11.6	MTATP6P22
RP11-1217F2.3	MTCO3P10
CTC-295J13.3	MARCOL
RP11-218F4.1	LINC01992
AC016697.2	MYL6BP1
RP11-95M5.1	LINC02011
RP11-157D23.1	LINC01282
RP4-545K15.3	ARMCX7P
C19orf52	TIMM29
RP11-302F12.7	MTND4LP22
RP11-411H5.1	LINC01709
RP11-87N24.2	PTPRD-AS2
RP11-139K4.4	EIF4EP3
RP11-654D12.3	LINC02399
RP11-542P2.1	MGAT4D
RP11-111F5.5	FGF7P6
XGPY	XGY1
ATP5G1P4	ATP5MC1P4
AC020947.2	GAPDHP76
DDX3YP1	DDX3P1
METTL13	EEF1AKNMT
TCEB1P4	ELOCP4
AC004112.5	MTND6P24
C7orf60	BMT2
RP11-617I14.1	LINC02497
RP11-349K16.1	LINC02441
LINC00521	CCDC197
AP003068.18	PGAM1P8
CCDC79	TERB1
LINC00094	BRD3OS
RP11-222K16.2	LINC02084
RP11-256K7.1	RPL9P21
RP11-14O19.1	LINC01650
RP11-75N6.3	LINC02336
RP11-420G6.4	SERPINB9P1
RP11-340A13.1	LINC02619
RP11-1018N14.1	LINC02071
RP11-475J5.10	MTND3P19
RP11-132J14.3	ABI1P1
RP11-67L3.4	DHCR24-DT
CTB-113P19.1	CLMAT3
RP11-149A7.1	AARSP1
RP11-399J13.3	ARL2-SNX15
RP11-460N11.3	BNIP3P4
RP11-255J3.2	GPS2P1
RP11-66A2.2	LINC01744
RP11-233E12.2	MTCO1P14
RP11-133K1.2	BUB1B-PAK6
RP11-598D12.3	BCAP31P1
CTD-2377D24.6	LINC02086
RP11-408H20.2	DSCAS
SCARNA17	SNHG22
RP11-1094M14.11	LINC02001
RP11-397A16.2	LINC01415
AC026904.1	LINC02599
RP11-362F19.1	LINC02432
RP11-195E2.1	OCLNP1
RP11-392A23.5	GSTA10P
RP5-915N17.3	RPL23AP15
C11orf84	SPINDOC
RP11-390B4.5	STAM-AS1
XXbac-BPG34I8.3	CD83P1
RP11-478K7.2	LINC01375
KIAA0226L	RUBCNL
C7orf63	CFAP69
APCDD1L-AS1	APCDD1L-DT
RP11-753C18.8	RPL22P17
LOH12CR1	BORCS5
FAM69B	DIPK1B
CCDC129	ITPRID1
TAS2R15	TAS2R15P
RP11-64C12.9	PPIAP56
AC104634.2	RPL23AP26
RP4-764O22.2	LINC01428
GPR98	ADGRV1
SNORA45	SNORA3B
RP11-37O16.6	MTATP6P15
RP11-98J9.3	LINC02545
CRAMP1L	CRAMP1
RP11-350G8.7	PSMD8P1
AC073218.2	LINC01320
RP11-127L20.3	ITPRIP-AS1
RP11-332E19.1	RPS26P48
RP11-730A19.7	RPL36AP36
AC008155.1	PTMAP10
RP5-1154E9.7	MTCO1P55
RP11-15H20.3	BNIP3P38
RP11-169K16.7	UQCRHL
RP11-513O17.2	LINC01606
CTA-253N17.1	RPL22P24
RP11-325I22.1	MTCO2P32
KALP	ANOS2P
CTD-2007H13.3	LINC02062
RP1-137K24.1	LINC02149
CTD-2104P17.1	SLC47A1P2
RP4-700A9.1	RPS29P7
RP11-416A17.6	PHBP19
KIAA1875	WDR97
RP11-95H3.1	LINC02126
RP11-83C7.1	LINC02513
RP11-274H2.3	LNCSRLR
LEPREL4	P3H4
RP5-914P20.5	ADNP-AS1
RSBN1L-AS1	APTR
RQCD1	CNOT9
RP11-1236K1.11	DEFB131C
RP11-767C1.1	LINC02022
XXyac-YM21GA2.1	ELF2P3
RP3-410B11.1	LINC01456
RP11-705O24.4	C1GALT1P3
RP11-317J10.2	CA3-AS1
ASB3	GPR75-ASB3
RP11-331O9.3	MTATP6P31
RP11-149I2.5	ERVFRD-3
RP11-243A14.2	LINC01177
RP11-345M22.2	MAFTRR
FAM150B	ALKAL2
RP11-315J22.5	RPSAP31
AC091493.1	CDYLP1
RP11-445P17.8	LINC02561
LA16c-352F10.1	EIF1P4
RP11-266L9.5	LINC02175
CTD-2318B16.2	MTCO3P24
RP11-402G3.5	TEX53
FAM60BP	SINHCAFP1
LINC01071	TUSC8
C14orf23	LINC01551
AC092415.1	LINC01967
RP13-735L24.1	LINC02367
AC018705.5	DDC-AS1
C9orf9	SPACA9
RP11-707F2.2	AKIRIN2P1
CTD-2140G10.1	LINC01495
RP4-710M16.2	LINC01767
AC091654.7	PPIAP82
RP11-513G11.4	LINC02036
RP11-347C12.2	SMG1P5
RP11-159K7.2	LINC02200
RP11-742N3.1	RPS28P7
AIM1	CRYBG1
RP11-131J4.12	OR4A10P
Y_RNA	RNY1P13
RP1-152L7.1	GSTA12P
RP11-107K17.1	LINC01543
AC004797.1	EIF4EP2
RP11-368G3.1	B3GNT2P1
AC092431.2	B3GALNT1P1
RP11-347C12.1	NPIPB13
C9orf117	CFAP157
FAM32B	FAM32BP
RP11-2B6.3	MIRLET7A1HG
C11orf31	SELENOH
RP11-233E12.1	LINC01661
RP11-561G1.3	RPLP1P10
CTD-2151A2.1	LINC02113
CTD-2266L18.1	TMEM251P1
AC007248.6	FAM183DP
RP11-777N19.1	LINC01438
KIAA0101	PCLAF
FAM175A	ABRAXAS1
RP11-18F14.1	LINC01227
RP11-536O18.2	LINC01235
CTB-7E3.1	LINC01947
AC011306.1	LINC01813
RP11-257K9.3	RBPMS2P1
RP11-751A18.1	NDUFB5P1
RP11-138J23.1	LINC02163
CTC-457E21.3	GOLGA2P9
CTB-175P5.4	LINC01224
AC017080.1	RPS29P8
RP11-573D15.2	LINC02043
KIAA1239	NWD2
TMEM8C	MYMK
RP11-572P18.1	RPL21P16
C2orf61	STPG4
AC097374.3	MTCO1P48
KIAA0907	KHDC4
AC091878.1	BASP1-AS1
RP11-18I14.10	RPARP-AS1
RP11-372M18.2	LINC01698
SPATA31B1	SPATA31B1P
RP11-219A15.3	NOS2P4
RP11-168A11.1	LINC01455
CTD-2541M15.1	MCPH1-AS1
RP11-168O10.6	SLC16A12-AS1
RP11-586D19.1	LINC02495
ATP5G1P6	ATP5MC1P6
RP4-723E3.1	LINC01524
RP11-124O11.1	LINC02623
AC109828.1	GTF3C2-AS1
RP11-125N22.2	ZNF970P
RP11-266O15.3	NF1P12
RP11-326I11.4	LINC02427
WISP1	CCN4
RP1-24O22.5	WBP1LP12
RP11-426K3.1	BBIP1P1
RP11-425I13.3	SCOC-AS1
RP11-244F12.3	TPM1-AS
RP4-562J12.2	LINC01285
AC008132.1	FAM230E
AC009499.1	LINC01317
RP11-665A22.1	HERC2P11
RP11-474N24.2	ZNF415P1
TRBV25-1	TRBC1
RP11-883G14.2	LINC02127
AP001465.5	LINC01674
LINC01125	C2orf92
CEBPA-AS1	CEBPA-DT
FAM60CP	SINHCAFP2
RP11-359N5.1	LINC02304
LRRC3-AS1	LRRC3-DT
RP11-162I7.1	LINC02349
FAM230C	FAM230H
RP11-106A1.2	RPL23AP57
RP11-400K9.2	MAPK6P1
CTC-548K16.2	LINC01841
RP11-286B14.1	LINC02607
CTD-2501B8.5	PPIAP55
HNRNPCP5	HNRNPCL4
WDR96	CFAP43
RP11-243E13.1	LINC01254
TCEB1P31	ELOCP31
RP11-526P6.1	LINC02411
RP11-528A10.2	DDX18P3
RP5-857K21.11	MTCO3P12
MIR1302-10	MIR1302-2HG
RP11-687M24.5	PKNOX2-AS1
RP11-682B13.2	PRR13P2
DPH6-AS1	DPH6-DT
RP11-452K12.3	RPL12P27
U1	LINC01783
AC019050.1	PPIAP65
5S_rRNA	RNA5SP524
LINC00478	MIR99AHG
LINC00403	SOX1-OT
RP1-60O19.1	LINC02532
RP11-533E19.3	RPSAP16
CTD-2147F2.1	LINC02253
EMCN-IT2	LINC01217
C14orf142	GON7
RP11-309L24.2	FLNC-AS1
RP11-80F22.2	TP53TG3HP
RP11-346D6.6	LNCAROD
ZBTB12P1	ZBTB12BP
AC105253.1	LINC01247
RP11-483E7.1	LINC01214
RP11-379B18.5	LINC02614
RP11-109M19.3	MTND5P33
RP11-23J9.5	SUGT1P4-STRA6LP
C10orf40	LINC01553
RP5-1185H19.2	LINC01779
CTD-2194L12.2	LINC02117
RP11-517B11.2	BCL2L12P1
RP11-294L13.1	MRE11P1
CCDC11	CFAP53
FAM195A	MCRIP2
DKFZP761J1410	PLPPR2
C19orf10	MYDGF
RP11-142G7.2	LINC01203
RP11-524O24.2	RPL26P27
AC090945.1	IMPDH1P8
AC079776.1	LINC02572
C11orf57	NKAPD1
AC103881.1	LINC01911
RP4-662A9.2	LINC01312
RP11-459D22.2	NDFIP1P1
C15orf60	REC114
RP11-139K1.2	RPS15AP30
RNF11B	RNF11P2
RP11-232M24.1	LINC02010
RP11-601I15.1	RPL22P13
CTC-529P8.1	SH3TC2-DT
RP11-272B17.2	LINC02448
Y_RNA	RNY4P37
RP11-436I9.6	BTG1P1
C18orf56	TYMSOS
RP11-1042B17.5	SALRNA1
RP11-946L20.4	LINC01609
RP3-323K23.3	SELENOKP2
CTA-392C11.1	SIRLNT
C1orf192	CFAP126
RP11-379B18.3	SNRPCP11
SPG20	SPART
CTC-400I9.1	LINC01834
RP11-279O17.1	LINC02152
RP11-757F18.5	TBILA
RP11-390F4.8	ACTG1P14
AC104820.2	LINC01934
AC104024.2	LINC02090
RP11-113E21.1	LINC01520
AC098817.5	DHFRP3
PRUNE	PRUNE1
RP3-322L4.2	BOLA2P3
TCEB1P10	ELOCP10
U3	PCAT18
RP1-97D16.1	GPR89P
IFLTD1	LMNTD1
TCEB1P28	ELOCP28
ZNF670	ZNF670-ZNF695
WAPAL	WAPL
PCNXL2	PCNX2
AC102948.2	LINC02089
AC009336.24	HAGLROS
CTC-479C5.6	DPEP2NB
RP11-1396O13.15	DEFB130D
CTB-118N6.3	SEMA6A-AS1
RP11-40M23.1	RAP1BP2
RP11-221J22.1	LINC02085
RP11-187E13.1	LINC02313
RP11-76E17.3	LINC02207
HIATL1	MFSD14B
SSFA2	ITPRID2
LINC00176	C20orf204
TUSC5	TRARG1
LINC00277	EWSAT1
RP11-955H22.1	LINC02376
RP11-103B5.2	TESC-AS1
RP11-641D5.1	RPL22P1
FAM83H-AS1	IQANK1
AC005594.3	DPP9-AS1
C9orf91	TMEM268
AC073135.7	SEPT14P3
RP11-460N20.5	GTF2IP14
RP11-312J18.3	PPIAP37
CTC-471F3.4	PRR13P5
POTEM	POTEG
RP11-112H10.4	SEPT4-AS1
C4orf40	PRR27
REXO1L12P	REXO1L4P
CTD-3214H19.12	RPS27AP19
RP1-66C13.3	LGALS9DP
AC007292.1	EIF1P6
RP11-459K23.2	LINC01717
LINC00537	DUX4L50
FAM26E	CALHM5
RP13-81N3.2	LINC02366
RP11-419C19.2	LINC02220
RP11-790I12.1	UGT2B25P
FAM74A5	FAM74A1
AC074389.9	ELFN1-AS1
USMG5P1	ATP5MDP1
TCEB1P9	ELOCP9
CXXC11	RTP5
RP11-324J13.2	LINC02383
RP11-332O19.2	RPS15AP29
ATP5J	ATP5PF
RP11-121L10.3	TUBAP2
AC005682.5	SNHG26
RP11-47I22.2	LINC01303
RP13-93L13.2	PA2G4P6
RP11-225H22.5	NEURL1-AS1
RP11-166O4.5	LINC01372
AC006946.15	LINC01664
CH17-132F21.1	IGKV1OR2-118
RP11-141J13.5	LINC01996
AC078941.1	LINC01829
RP11-32I2.1	KCTD10P1
AC090044.1	LINC01266
RP11-443K8.2	SETD6P1
AC012363.7	MTATP6P26
RP11-100G15.2	MTATP6P29
CTD-2139B15.4	LINC02111
RP11-125P18.1	LINC01432
CTB-43E15.2	LINC01942
RP11-317P15.4	LINC01686
RP11-609L23.1	LINC02402
RP11-286B5.1	RPL18P1
RP11-267A15.1	LINC01411
RP11-463J17.1	LINC01596
RP11-152K4.1	DUX4L51
DOPEY2	DOP1B
RP5-827L5.1	LINC01718
RP11-492M23.2	RPL21P93
PROSP	PROS2P
KB-1639H6.8	MTCO2P4
C1orf123	CZIB
UTP11L	UTP11
MIR663A	MIR663AHG
LINC00152	CYTOR
RP11-366L20.2	HMGA2-AS1
CTD-2501O3.3	DYNLL1P5
RP11-519M16.1	LINC02466
RP11-416O18.1	LINC01206
RP11-402L6.1	TMEM108-AS1
RP11-882G5.1	LINC02553
U1	RNU1-29P
RP11-85M11.2	LINC01322
RP11-179A16.1	MIR4300HG
RP11-909N17.3	MAFA-AS1
C3orf72	FOXL2NB
CASC14	NBAT1
FTSJ2	MRM2
RP11-461G12.2	MTCYBP35
RP11-308D16.1	RPL22P23
RP11-109J4.1	LINC02159
RP4-553F4.6	ZNF341-AS1
CTD-2384A14.2	LINC02326
RP11-63H19.8	MTND3P24
FLVCR1-AS1	FLVCR1-DT
RP11-321E2.4	LINC02218
RP11-213G21.1	LINC01259
RP11-94I2.1	PDE4DIPP1
RP11-443A13.5	KCNMA1-AS1
